timestamp,source_ip,destination_ip,protocol,action,data_size,is_encrypted,attack_label
2025-04-08 09:20:29.197196,10.0.0.11,192.168.1.35,HTTP,Session Hijack,496,True,1
2025-04-08 09:45:29.197770,10.0.0.15,192.168.1.18,SMTP,Session Hijack,2676,True,1
2025-04-08 09:24:29.209830,10.0.0.19,10.0.0.91,HTTPS,Normal,1194,True,0
2025-04-08 09:07:29.191996,10.0.0.9,192.168.1.5,SMTP,SSL Stripping,3810,True,1
2025-04-08 09:41:29.191996,10.0.0.34,192.168.1.38,FTP,SSL Stripping,3400,False,1
2025-04-08 09:12:29.200921,10.0.0.31,192.168.1.25,HTTPS,SSL Stripping,691,False,1
2025-04-08 09:02:29.211028,10.0.0.11,10.0.0.75,HTTPS,Normal,881,True,0
2025-04-08 08:53:29.208734,10.0.0.6,192.168.1.45,HTTPS,Packet Capture,4201,True,1
2025-04-08 09:43:29.208734,10.0.0.8,192.168.1.7,FTP,Session Hijack,1226,False,1
2025-04-08 09:48:29.202855,10.0.0.34,192.168.1.27,FTP,SSL Stripping,535,False,1
2025-04-08 09:30:29.195481,10.0.0.41,192.168.1.21,HTTPS,SSL Stripping,809,True,1
2025-04-08 09:22:29.196038,10.0.0.40,192.168.1.1,SMTP,Session Hijack,1991,True,1
2025-04-08 09:18:29.203988,10.0.0.36,192.168.1.42,SMTP,SSL Stripping,4261,False,1
2025-04-08 09:18:29.194910,10.0.0.4,192.168.1.47,HTTP,Packet Capture,562,False,1
2025-04-08 09:42:29.205641,10.0.0.36,192.168.1.8,HTTPS,SSL Stripping,3049,True,1
2025-04-08 09:01:29.211028,10.0.0.12,10.0.0.82,HTTP,Normal,764,True,0
2025-04-08 09:00:29.191405,10.0.0.15,192.168.1.49,FTP,Packet Capture,4841,False,1
2025-04-08 09:37:29.208734,10.0.0.45,192.168.1.33,FTP,Session Hijack,806,True,1
2025-04-08 09:01:29.184657,10.0.0.36,192.168.1.9,HTTPS,SSL Stripping,4698,True,1
2025-04-08 09:11:29.194910,10.0.0.3,192.168.1.26,HTTP,Session Hijack,966,True,1
2025-04-08 09:17:29.195481,10.0.0.25,192.168.1.11,HTTP,Session Hijack,783,True,1
2025-04-08 09:47:29.208734,10.0.0.28,10.0.0.95,HTTP,Normal,1435,True,0
2025-04-08 09:26:29.193735,10.0.0.40,192.168.1.14,SMTP,Session Hijack,500,True,1
2025-04-08 09:10:29.193154,10.0.0.36,192.168.1.1,HTTP,SSL Stripping,4237,False,1
2025-04-08 09:09:29.198912,10.0.0.38,192.168.1.45,HTTP,Packet Capture,2699,False,1
2025-04-08 09:49:29.197196,10.0.0.16,192.168.1.11,HTTPS,Packet Capture,4295,True,1
2025-04-08 09:15:29.186697,10.0.0.39,192.168.1.46,HTTPS,SSL Stripping,2809,False,1
2025-04-08 09:11:29.197770,10.0.0.41,192.168.1.22,HTTPS,Session Hijack,2528,False,1
2025-04-08 09:23:29.191996,10.0.0.29,192.168.1.48,HTTP,Session Hijack,592,False,1
2025-04-08 09:23:29.186697,10.0.0.24,192.168.1.13,HTTPS,SSL Stripping,2123,True,1
2025-04-08 09:24:29.208734,10.0.0.23,10.0.0.93,HTTPS,Normal,1674,True,0
2025-04-08 09:17:29.192586,10.0.0.30,192.168.1.29,FTP,SSL Stripping,956,True,1
2025-04-08 09:06:29.193735,10.0.0.12,192.168.1.34,SMTP,Packet Capture,2064,True,1
2025-04-08 09:49:29.183911,10.0.0.18,192.168.1.23,SMTP,SSL Stripping,1366,False,1
2025-04-08 09:38:29.208734,10.0.0.11,192.168.1.31,HTTP,Packet Capture,4992,True,1
2025-04-08 09:21:29.188114,10.0.0.44,192.168.1.17,HTTP,Packet Capture,2161,True,1
2025-04-08 09:48:29.185411,10.0.0.49,192.168.1.3,HTTP,SSL Stripping,1513,False,1
2025-04-08 08:58:29.198912,10.0.0.5,192.168.1.34,HTTPS,Session Hijack,123,True,1
2025-04-08 09:13:29.205088,10.0.0.49,192.168.1.14,HTTP,SSL Stripping,2170,False,1
2025-04-08 09:21:29.194910,10.0.0.47,192.168.1.40,FTP,Packet Capture,3718,True,1
2025-04-08 09:26:29.208059,10.0.0.36,192.168.1.14,FTP,SSL Stripping,4386,False,1
2025-04-08 09:10:29.185411,10.0.0.48,192.168.1.15,HTTP,Packet Capture,4252,True,1
2025-04-08 09:45:29.187380,10.0.0.47,192.168.1.15,HTTP,Session Hijack,4219,False,1
2025-04-08 09:37:29.194910,10.0.0.49,192.168.1.38,SMTP,Session Hijack,780,False,1
2025-04-08 09:42:29.185411,10.0.0.28,192.168.1.33,HTTPS,SSL Stripping,700,False,1
2025-04-08 09:30:29.194307,10.0.0.40,192.168.1.44,HTTPS,SSL Stripping,3957,True,1
2025-04-08 09:05:29.187380,10.0.0.32,192.168.1.24,SMTP,Session Hijack,2124,True,1
2025-04-08 09:13:29.199481,10.0.0.5,192.168.1.18,FTP,Packet Capture,1502,True,1
2025-04-08 09:30:29.186104,10.0.0.32,192.168.1.36,FTP,Session Hijack,1956,True,1
2025-04-08 09:09:29.201563,10.0.0.20,192.168.1.44,SMTP,Session Hijack,3922,True,1
2025-04-08 09:23:29.208734,10.0.0.23,10.0.0.97,HTTP,Normal,1957,True,0
2025-04-08 09:47:29.213254,10.0.0.32,10.0.0.69,HTTP,Normal,1781,True,0
2025-04-08 09:26:29.196038,10.0.0.23,192.168.1.32,FTP,Packet Capture,1609,True,1
2025-04-08 09:38:29.210430,10.0.0.47,10.0.0.90,HTTPS,Normal,1945,True,0
2025-04-08 09:48:29.193154,10.0.0.38,192.168.1.14,HTTP,Packet Capture,3901,False,1
2025-04-08 09:41:29.201563,10.0.0.25,192.168.1.46,SMTP,SSL Stripping,4247,False,1
2025-04-08 09:43:29.204541,10.0.0.48,192.168.1.27,HTTPS,Packet Capture,1454,False,1
2025-04-08 09:13:29.208059,10.0.0.1,192.168.1.48,HTTP,Session Hijack,3737,False,1
2025-04-08 08:53:29.205088,10.0.0.23,192.168.1.6,SMTP,Packet Capture,4031,False,1
2025-04-08 09:30:29.208734,10.0.0.31,192.168.1.37,HTTP,SSL Stripping,3262,False,1
2025-04-08 09:39:29.213254,10.0.0.25,10.0.0.77,HTTP,Normal,1492,True,0
2025-04-08 09:00:29.207542,10.0.0.35,192.168.1.21,SMTP,Packet Capture,4144,True,1
2025-04-08 09:46:29.199481,10.0.0.34,192.168.1.50,HTTPS,Session Hijack,602,True,1
2025-04-08 09:34:29.211028,10.0.0.29,10.0.0.66,HTTPS,Normal,1649,True,0
2025-04-08 09:26:29.197770,10.0.0.1,192.168.1.24,SMTP,Session Hijack,4919,True,1
2025-04-08 09:33:29.208734,10.0.0.8,10.0.0.58,HTTP,Normal,1238,True,0
2025-04-08 09:14:29.190189,10.0.0.42,192.168.1.49,FTP,SSL Stripping,3801,False,1
2025-04-08 09:46:29.198347,10.0.0.31,192.168.1.22,HTTPS,Session Hijack,2266,True,1
2025-04-08 08:50:29.201563,10.0.0.46,192.168.1.4,HTTP,Session Hijack,344,False,1
2025-04-08 09:10:29.209830,10.0.0.14,10.0.0.58,HTTP,Normal,943,True,0
2025-04-08 09:18:29.204541,10.0.0.39,192.168.1.28,FTP,Session Hijack,111,False,1
2025-04-08 08:53:29.190806,10.0.0.32,192.168.1.13,HTTPS,Packet Capture,3407,False,1
2025-04-08 09:23:29.186104,10.0.0.44,192.168.1.47,FTP,Packet Capture,2421,False,1
2025-04-08 09:11:29.196619,10.0.0.5,192.168.1.38,HTTPS,SSL Stripping,2966,False,1
2025-04-08 08:50:29.194910,10.0.0.21,192.168.1.47,HTTP,Session Hijack,4754,False,1
2025-04-08 09:23:29.185411,10.0.0.1,192.168.1.3,HTTPS,Packet Capture,4597,False,1
2025-04-08 09:06:29.185411,10.0.0.19,192.168.1.19,SMTP,SSL Stripping,587,False,1
2025-04-08 09:37:29.194910,10.0.0.27,192.168.1.2,HTTP,Session Hijack,3816,True,1
2025-04-08 09:17:29.192586,10.0.0.23,192.168.1.22,SMTP,Packet Capture,3092,True,1
2025-04-08 09:24:29.196619,10.0.0.42,192.168.1.22,HTTP,Packet Capture,805,False,1
2025-04-08 09:06:29.191996,10.0.0.38,192.168.1.12,HTTP,SSL Stripping,3449,True,1
2025-04-08 09:32:29.194307,10.0.0.47,192.168.1.22,HTTP,SSL Stripping,4156,True,1
2025-04-08 08:59:29.207542,10.0.0.2,192.168.1.2,FTP,Session Hijack,2594,True,1
2025-04-08 09:31:29.184657,10.0.0.9,192.168.1.48,HTTPS,Packet Capture,187,True,1
2025-04-08 09:40:29.193154,10.0.0.31,192.168.1.33,HTTP,SSL Stripping,3937,False,1
2025-04-08 09:13:29.188114,10.0.0.15,192.168.1.29,HTTP,Session Hijack,4860,True,1
2025-04-08 09:39:29.185411,10.0.0.25,192.168.1.32,SMTP,Session Hijack,2161,False,1
2025-04-08 09:30:29.212151,10.0.0.39,10.0.0.97,HTTPS,Normal,1942,True,0
2025-04-08 09:19:29.203425,10.0.0.9,192.168.1.44,HTTPS,Packet Capture,362,False,1
2025-04-08 09:04:29.212151,10.0.0.31,10.0.0.59,HTTP,Normal,1670,True,0
2025-04-08 09:42:29.198912,10.0.0.9,192.168.1.32,HTTP,Packet Capture,245,True,1
2025-04-08 08:50:29.209830,10.0.0.5,10.0.0.100,HTTPS,Normal,1469,True,0
2025-04-08 08:54:29.191996,10.0.0.44,192.168.1.14,FTP,Packet Capture,1469,True,1
2025-04-08 09:15:29.208059,10.0.0.15,192.168.1.43,SMTP,Packet Capture,2916,False,1
2025-04-08 09:04:29.187380,10.0.0.37,192.168.1.8,HTTP,Session Hijack,191,False,1
2025-04-08 09:43:29.202855,10.0.0.21,192.168.1.8,HTTP,Packet Capture,4629,False,1
2025-04-08 08:50:29.208734,10.0.0.39,192.168.1.50,FTP,Packet Capture,1139,False,1
2025-04-08 08:52:29.190189,10.0.0.46,192.168.1.16,HTTP,Session Hijack,1105,False,1
2025-04-08 09:40:29.198912,10.0.0.23,192.168.1.5,SMTP,Packet Capture,2240,True,1
2025-04-08 08:51:29.203425,10.0.0.22,192.168.1.12,SMTP,Session Hijack,2771,False,1
2025-04-08 08:58:29.183911,10.0.0.37,192.168.1.33,HTTPS,Session Hijack,744,True,1
2025-04-08 09:23:29.196038,10.0.0.5,192.168.1.8,HTTPS,Packet Capture,3121,False,1
2025-04-08 09:16:29.208059,10.0.0.44,192.168.1.50,FTP,SSL Stripping,2313,True,1
2025-04-08 09:14:29.205641,10.0.0.22,192.168.1.11,SMTP,Packet Capture,863,True,1
2025-04-08 08:57:29.188842,10.0.0.13,192.168.1.47,FTP,Packet Capture,2472,False,1
2025-04-08 08:54:29.192586,10.0.0.24,192.168.1.19,HTTPS,Packet Capture,787,True,1
2025-04-08 08:59:29.203988,10.0.0.40,192.168.1.50,HTTP,SSL Stripping,1836,False,1
2025-04-08 09:36:29.200093,10.0.0.50,192.168.1.17,HTTP,SSL Stripping,3170,False,1
2025-04-08 09:21:29.193154,10.0.0.39,192.168.1.36,HTTPS,SSL Stripping,1126,False,1
2025-04-08 09:07:29.190189,10.0.0.32,192.168.1.29,FTP,SSL Stripping,727,False,1
2025-04-08 09:15:29.186697,10.0.0.32,192.168.1.39,HTTP,SSL Stripping,2907,True,1
2025-04-08 09:29:29.204541,10.0.0.28,192.168.1.25,FTP,Session Hijack,1037,True,1
2025-04-08 09:28:29.195481,10.0.0.29,192.168.1.45,HTTPS,Packet Capture,4731,False,1
2025-04-08 09:03:29.183911,10.0.0.31,192.168.1.15,FTP,SSL Stripping,2350,False,1
2025-04-08 09:39:29.186697,10.0.0.3,192.168.1.21,SMTP,SSL Stripping,726,False,1
2025-04-08 09:19:29.184657,10.0.0.39,192.168.1.47,HTTP,Session Hijack,4148,True,1
2025-04-08 09:11:29.188842,10.0.0.30,192.168.1.22,HTTPS,Packet Capture,3003,False,1
2025-04-08 09:02:29.200921,10.0.0.3,192.168.1.3,HTTPS,SSL Stripping,3866,False,1
2025-04-08 09:49:29.184657,10.0.0.35,192.168.1.2,FTP,SSL Stripping,4244,True,1
2025-04-08 08:49:29.189555,10.0.0.5,192.168.1.21,FTP,Session Hijack,4763,False,1
2025-04-08 09:43:29.212707,10.0.0.45,10.0.0.57,HTTP,Normal,1068,True,0
2025-04-08 09:33:29.188114,10.0.0.11,192.168.1.21,HTTPS,SSL Stripping,2717,True,1
2025-04-08 09:29:29.208734,10.0.0.50,10.0.0.98,HTTPS,Normal,1548,True,0
2025-04-08 08:57:29.198347,10.0.0.3,192.168.1.13,HTTP,Packet Capture,1771,False,1
2025-04-08 09:17:29.197770,10.0.0.29,192.168.1.27,FTP,Packet Capture,2581,True,1
2025-04-08 09:21:29.197196,10.0.0.47,192.168.1.6,FTP,Packet Capture,699,True,1
2025-04-08 08:57:29.212151,10.0.0.44,10.0.0.73,HTTP,Normal,974,True,0
2025-04-08 08:54:29.204541,10.0.0.50,192.168.1.18,HTTP,Packet Capture,1034,False,1
2025-04-08 09:23:29.185411,10.0.0.40,192.168.1.1,HTTP,Packet Capture,2959,False,1
2025-04-08 09:12:29.200093,10.0.0.47,192.168.1.10,SMTP,Packet Capture,2945,True,1
2025-04-08 09:42:29.186697,10.0.0.11,192.168.1.43,HTTPS,Packet Capture,700,False,1
2025-04-08 08:49:29.200093,10.0.0.8,192.168.1.21,HTTPS,Packet Capture,4545,True,1
2025-04-08 09:34:29.194910,10.0.0.28,192.168.1.24,HTTPS,Packet Capture,208,True,1
2025-04-08 09:31:29.213801,10.0.0.35,10.0.0.71,HTTP,Normal,904,True,0
2025-04-08 09:27:29.210430,10.0.0.44,10.0.0.98,HTTP,Normal,1114,True,0
2025-04-08 09:41:29.205641,10.0.0.17,192.168.1.29,HTTP,Session Hijack,1551,True,1
2025-04-08 09:29:29.196619,10.0.0.19,192.168.1.12,FTP,Packet Capture,456,False,1
2025-04-08 09:00:29.210430,10.0.0.28,10.0.0.92,HTTP,Normal,1802,True,0
2025-04-08 08:51:29.193154,10.0.0.16,192.168.1.44,SMTP,SSL Stripping,1241,True,1
2025-04-08 08:58:29.198347,10.0.0.45,192.168.1.35,HTTP,Session Hijack,3718,False,1
2025-04-08 08:59:29.212151,10.0.0.15,10.0.0.68,HTTP,Normal,1609,True,0
2025-04-08 09:05:29.197770,10.0.0.39,192.168.1.3,SMTP,Packet Capture,2683,False,1
2025-04-08 09:44:29.206190,10.0.0.49,192.168.1.38,SMTP,Session Hijack,1577,True,1
2025-04-08 08:49:29.210430,10.0.0.37,10.0.0.77,HTTP,Normal,1954,True,0
2025-04-08 09:03:29.190189,10.0.0.32,192.168.1.42,SMTP,Packet Capture,2021,True,1
2025-04-08 09:08:29.190189,10.0.0.36,192.168.1.28,FTP,Packet Capture,1639,True,1
2025-04-08 08:58:29.186104,10.0.0.34,192.168.1.18,SMTP,Session Hijack,370,True,1
2025-04-08 08:58:29.204541,10.0.0.5,192.168.1.30,HTTPS,Packet Capture,3507,True,1
2025-04-08 09:11:29.208059,10.0.0.12,192.168.1.17,HTTPS,Session Hijack,660,True,1
2025-04-08 08:59:29.206797,10.0.0.5,192.168.1.13,FTP,SSL Stripping,4001,False,1
2025-04-08 09:16:29.195481,10.0.0.37,192.168.1.41,FTP,SSL Stripping,2825,False,1
2025-04-08 09:03:29.184657,10.0.0.42,192.168.1.24,HTTPS,Packet Capture,3846,True,1
2025-04-08 09:14:29.206190,10.0.0.39,192.168.1.38,HTTPS,Session Hijack,1313,False,1
2025-04-08 09:45:29.212151,10.0.0.33,10.0.0.58,HTTPS,Normal,834,True,0
2025-04-08 08:54:29.198912,10.0.0.24,192.168.1.30,HTTP,Packet Capture,539,False,1
2025-04-08 09:33:29.184657,10.0.0.35,192.168.1.46,HTTP,SSL Stripping,662,True,1
2025-04-08 09:33:29.194307,10.0.0.46,192.168.1.6,HTTP,Packet Capture,4608,False,1
2025-04-08 09:19:29.186697,10.0.0.50,192.168.1.6,HTTP,Session Hijack,1930,True,1
2025-04-08 09:32:29.193154,10.0.0.18,192.168.1.44,HTTP,Session Hijack,3799,True,1
2025-04-08 09:32:29.203425,10.0.0.33,192.168.1.28,HTTPS,Packet Capture,311,True,1
2025-04-08 09:31:29.201563,10.0.0.30,192.168.1.39,HTTP,Session Hijack,747,False,1
2025-04-08 08:54:29.197770,10.0.0.11,192.168.1.49,HTTPS,SSL Stripping,3684,False,1
2025-04-08 09:09:29.200921,10.0.0.13,192.168.1.43,FTP,Session Hijack,2028,False,1
2025-04-08 09:16:29.205088,10.0.0.41,192.168.1.17,HTTPS,Session Hijack,3833,True,1
2025-04-08 09:28:29.194910,10.0.0.32,192.168.1.35,SMTP,Packet Capture,1840,False,1
2025-04-08 09:15:29.200921,10.0.0.31,192.168.1.45,HTTP,SSL Stripping,1018,False,1
2025-04-08 08:54:29.192586,10.0.0.47,192.168.1.2,HTTPS,Packet Capture,1326,True,1
2025-04-08 08:58:29.198912,10.0.0.12,192.168.1.19,HTTP,Packet Capture,2586,True,1
2025-04-08 09:20:29.188842,10.0.0.33,192.168.1.38,FTP,Session Hijack,3369,True,1
2025-04-08 09:42:29.207542,10.0.0.35,192.168.1.7,HTTPS,SSL Stripping,3811,False,1
2025-04-08 09:12:29.200093,10.0.0.9,192.168.1.18,HTTPS,Session Hijack,1784,True,1
2025-04-08 09:47:29.211028,10.0.0.47,10.0.0.100,HTTPS,Normal,586,True,0
2025-04-08 09:13:29.193735,10.0.0.24,192.168.1.29,SMTP,Packet Capture,1892,False,1
2025-04-08 09:33:29.196619,10.0.0.27,192.168.1.40,HTTPS,Session Hijack,2588,True,1
2025-04-08 09:44:29.188114,10.0.0.41,192.168.1.2,HTTP,Session Hijack,4248,True,1
2025-04-08 09:24:29.208734,10.0.0.4,192.168.1.13,HTTPS,Session Hijack,2593,True,1
2025-04-08 09:27:29.197196,10.0.0.11,192.168.1.33,HTTPS,Packet Capture,4163,False,1
2025-04-08 09:30:29.205641,10.0.0.47,192.168.1.3,FTP,SSL Stripping,2856,False,1
2025-04-08 09:21:29.204541,10.0.0.13,192.168.1.20,SMTP,Session Hijack,857,False,1
2025-04-08 09:47:29.213254,10.0.0.34,10.0.0.62,HTTP,Normal,1476,True,0
2025-04-08 09:10:29.211593,10.0.0.4,10.0.0.91,HTTPS,Normal,1019,True,0
2025-04-08 09:13:29.205088,10.0.0.36,192.168.1.44,SMTP,Packet Capture,2830,False,1
2025-04-08 09:38:29.194910,10.0.0.33,192.168.1.36,HTTP,SSL Stripping,1770,False,1
2025-04-08 08:57:29.185411,10.0.0.50,192.168.1.17,HTTP,Packet Capture,4165,True,1
2025-04-08 09:14:29.202855,10.0.0.43,192.168.1.21,SMTP,Session Hijack,1280,True,1
2025-04-08 09:10:29.196038,10.0.0.15,192.168.1.36,FTP,Packet Capture,724,True,1
2025-04-08 09:04:29.207542,10.0.0.25,192.168.1.7,SMTP,Session Hijack,4355,False,1
2025-04-08 09:16:29.202207,10.0.0.10,192.168.1.23,SMTP,Packet Capture,1413,True,1
2025-04-08 09:10:29.184657,10.0.0.11,192.168.1.5,HTTP,Packet Capture,323,True,1
2025-04-08 09:46:29.187380,10.0.0.20,192.168.1.46,HTTPS,SSL Stripping,3582,False,1
2025-04-08 09:15:29.187380,10.0.0.9,192.168.1.36,SMTP,Packet Capture,2779,True,1
2025-04-08 09:40:29.202855,10.0.0.10,192.168.1.17,FTP,Packet Capture,2065,True,1
2025-04-08 09:00:29.191405,10.0.0.2,192.168.1.27,FTP,Session Hijack,2608,True,1
2025-04-08 09:13:29.195481,10.0.0.45,192.168.1.28,FTP,Session Hijack,3961,True,1
2025-04-08 08:51:29.186104,10.0.0.20,192.168.1.24,HTTPS,Packet Capture,298,False,1
2025-04-08 08:59:29.197770,10.0.0.45,192.168.1.5,HTTP,Session Hijack,1208,False,1
2025-04-08 09:48:29.207542,10.0.0.23,192.168.1.1,FTP,Packet Capture,3177,True,1
2025-04-08 09:43:29.203988,10.0.0.1,192.168.1.23,HTTPS,Packet Capture,3344,False,1
2025-04-08 08:54:29.213801,10.0.0.13,10.0.0.64,HTTP,Normal,1741,True,0
2025-04-08 09:01:29.213254,10.0.0.26,10.0.0.79,HTTPS,Normal,1807,True,0
2025-04-08 09:14:29.196038,10.0.0.15,192.168.1.46,FTP,SSL Stripping,3311,False,1
2025-04-08 09:40:29.198347,10.0.0.32,192.168.1.33,HTTPS,Packet Capture,4480,False,1
2025-04-08 09:12:29.193735,10.0.0.11,192.168.1.4,HTTPS,Packet Capture,3722,True,1
2025-04-08 09:08:29.197196,10.0.0.48,192.168.1.16,HTTP,SSL Stripping,1220,True,1
2025-04-08 09:27:29.206190,10.0.0.37,192.168.1.39,HTTP,Session Hijack,2602,False,1
2025-04-08 09:14:29.193735,10.0.0.31,192.168.1.48,HTTPS,Packet Capture,4807,True,1
2025-04-08 09:41:29.193735,10.0.0.39,192.168.1.30,SMTP,Packet Capture,3799,False,1
2025-04-08 09:08:29.204541,10.0.0.20,192.168.1.41,HTTPS,Session Hijack,3542,True,1
2025-04-08 09:36:29.186697,10.0.0.2,192.168.1.28,SMTP,SSL Stripping,2462,True,1
2025-04-08 09:27:29.184657,10.0.0.31,192.168.1.46,HTTPS,Packet Capture,3593,False,1
2025-04-08 09:09:29.211028,10.0.0.45,10.0.0.66,HTTPS,Normal,1443,True,0
2025-04-08 09:49:29.212151,10.0.0.37,10.0.0.51,HTTPS,Normal,1040,True,0
2025-04-08 08:54:29.198347,10.0.0.46,192.168.1.37,SMTP,SSL Stripping,3665,False,1
2025-04-08 09:15:29.213254,10.0.0.3,10.0.0.62,HTTPS,Normal,1956,True,0
2025-04-08 09:31:29.185411,10.0.0.18,192.168.1.28,HTTP,SSL Stripping,2945,True,1
2025-04-08 09:08:29.186697,10.0.0.6,192.168.1.42,HTTPS,SSL Stripping,4207,True,1
2025-04-08 08:52:29.187380,10.0.0.22,192.168.1.27,HTTP,SSL Stripping,558,True,1
2025-04-08 09:48:29.184657,10.0.0.18,192.168.1.46,HTTP,Packet Capture,499,True,1
2025-04-08 09:32:29.209830,10.0.0.21,10.0.0.64,HTTP,Normal,1039,True,0
2025-04-08 09:28:29.187380,10.0.0.7,192.168.1.30,FTP,SSL Stripping,233,True,1
2025-04-08 09:35:29.209830,10.0.0.48,10.0.0.52,HTTP,Normal,1627,True,0
2025-04-08 09:02:29.200093,10.0.0.26,192.168.1.35,SMTP,SSL Stripping,798,False,1
2025-04-08 09:23:29.196038,10.0.0.31,192.168.1.50,FTP,Session Hijack,3542,True,1
2025-04-08 09:01:29.186104,10.0.0.50,192.168.1.26,SMTP,Session Hijack,2599,True,1
2025-04-08 08:52:29.206797,10.0.0.29,192.168.1.33,HTTP,Session Hijack,3622,False,1
2025-04-08 09:30:29.204541,10.0.0.14,192.168.1.31,HTTP,Packet Capture,3596,False,1
2025-04-08 09:29:29.209830,10.0.0.1,10.0.0.63,HTTPS,Normal,1267,True,0
2025-04-08 09:10:29.213801,10.0.0.3,10.0.0.94,HTTPS,Normal,1973,True,0
2025-04-08 09:42:29.208059,10.0.0.39,192.168.1.34,SMTP,Session Hijack,1572,True,1
2025-04-08 09:43:29.208059,10.0.0.36,192.168.1.25,SMTP,SSL Stripping,4802,False,1
2025-04-08 09:10:29.193154,10.0.0.1,192.168.1.7,HTTPS,Session Hijack,1242,False,1
2025-04-08 08:55:29.206190,10.0.0.48,192.168.1.41,HTTP,Session Hijack,4873,False,1
2025-04-08 09:14:29.208059,10.0.0.49,192.168.1.3,HTTP,Packet Capture,2594,False,1
2025-04-08 09:11:29.183911,10.0.0.19,192.168.1.28,SMTP,Packet Capture,2743,False,1
2025-04-08 09:47:29.213801,10.0.0.32,10.0.0.67,HTTP,Normal,1812,True,0
2025-04-08 09:13:29.210430,10.0.0.33,10.0.0.72,HTTPS,Normal,1776,True,0
2025-04-08 09:30:29.192586,10.0.0.26,192.168.1.10,FTP,Session Hijack,4178,True,1
2025-04-08 09:24:29.190189,10.0.0.2,192.168.1.23,HTTPS,Session Hijack,4124,False,1
2025-04-08 09:10:29.198347,10.0.0.7,192.168.1.13,HTTP,Packet Capture,2329,True,1
2025-04-08 09:23:29.203988,10.0.0.49,192.168.1.27,FTP,SSL Stripping,2998,True,1
2025-04-08 09:40:29.209830,10.0.0.11,10.0.0.77,HTTP,Normal,756,True,0
2025-04-08 08:55:29.201563,10.0.0.10,192.168.1.34,FTP,Packet Capture,3872,False,1
2025-04-08 08:58:29.202207,10.0.0.19,192.168.1.49,SMTP,SSL Stripping,1498,True,1
2025-04-08 09:01:29.191405,10.0.0.16,192.168.1.23,HTTPS,Session Hijack,2150,False,1
2025-04-08 08:54:29.186104,10.0.0.21,192.168.1.45,SMTP,SSL Stripping,2916,False,1
2025-04-08 09:05:29.208734,10.0.0.42,10.0.0.54,HTTPS,Normal,1889,True,0
2025-04-08 09:25:29.191405,10.0.0.35,192.168.1.2,SMTP,Session Hijack,4371,True,1
2025-04-08 08:57:29.203988,10.0.0.21,192.168.1.6,SMTP,Session Hijack,3610,False,1
2025-04-08 09:23:29.187380,10.0.0.24,192.168.1.5,SMTP,Session Hijack,3999,True,1
2025-04-08 09:47:29.188114,10.0.0.46,192.168.1.14,FTP,Session Hijack,836,False,1
2025-04-08 09:39:29.193154,10.0.0.3,192.168.1.25,FTP,Packet Capture,1283,False,1
2025-04-08 09:00:29.198347,10.0.0.22,192.168.1.44,HTTP,Packet Capture,2041,True,1
2025-04-08 09:47:29.198912,10.0.0.5,192.168.1.43,SMTP,SSL Stripping,828,False,1
2025-04-08 09:20:29.185411,10.0.0.44,192.168.1.23,FTP,Session Hijack,819,True,1
2025-04-08 09:39:29.186104,10.0.0.38,192.168.1.50,HTTPS,Session Hijack,709,True,1
2025-04-08 09:37:29.213801,10.0.0.19,10.0.0.58,HTTP,Normal,610,True,0
2025-04-08 09:46:29.195481,10.0.0.17,192.168.1.23,SMTP,Packet Capture,1858,False,1
2025-04-08 09:14:29.213254,10.0.0.8,10.0.0.87,HTTP,Normal,833,True,0
2025-04-08 09:41:29.197196,10.0.0.32,192.168.1.15,HTTP,SSL Stripping,651,True,1
2025-04-08 09:44:29.184657,10.0.0.22,192.168.1.21,SMTP,Packet Capture,3638,False,1
2025-04-08 09:28:29.192586,10.0.0.12,192.168.1.26,FTP,Session Hijack,2940,False,1
2025-04-08 09:20:29.212707,10.0.0.30,10.0.0.53,HTTPS,Normal,1605,True,0
2025-04-08 09:15:29.193735,10.0.0.47,192.168.1.31,SMTP,Packet Capture,1192,True,1
2025-04-08 09:28:29.188114,10.0.0.36,192.168.1.4,HTTP,SSL Stripping,1542,True,1
2025-04-08 09:26:29.198912,10.0.0.50,192.168.1.7,SMTP,Session Hijack,3707,False,1
2025-04-08 09:16:29.190806,10.0.0.43,192.168.1.35,FTP,SSL Stripping,1088,True,1
2025-04-08 09:44:29.208734,10.0.0.21,10.0.0.64,HTTP,Normal,1942,True,0
2025-04-08 08:52:29.192586,10.0.0.18,192.168.1.40,HTTPS,Session Hijack,1282,False,1
2025-04-08 09:28:29.188842,10.0.0.26,192.168.1.38,HTTPS,Packet Capture,1992,False,1
2025-04-08 09:39:29.202855,10.0.0.21,192.168.1.16,SMTP,SSL Stripping,3999,True,1
2025-04-08 09:19:29.184657,10.0.0.14,192.168.1.29,HTTPS,Session Hijack,2281,True,1
2025-04-08 09:14:29.190189,10.0.0.36,192.168.1.9,HTTP,Packet Capture,1980,False,1
2025-04-08 09:47:29.184657,10.0.0.2,192.168.1.4,HTTP,Session Hijack,4969,True,1
2025-04-08 09:34:29.200093,10.0.0.15,192.168.1.46,HTTP,Packet Capture,2473,False,1
2025-04-08 09:38:29.202855,10.0.0.38,192.168.1.48,HTTP,Session Hijack,1911,True,1
